Audio File,Transcription (Uppercase),Transcription (List of Words)
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11583_English.wav, HE THREW THE BIG LEAF ON THE FLOOR.,"['HE', 'THREW', 'THE', 'BIG', 'LEAF', 'ON', 'THE', 'FLOOR.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11584_English.wav, AND THEN HE TOOK ANOTHER LEAP,"['AND', 'THEN', 'HE', 'TOOK', 'ANOTHER', 'LEAP']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11585_English.wav, AND THEN WHAT DID HE DO?,"['AND', 'THEN', 'WHAT', 'DID', 'HE', 'DO?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11586_English.wav, NO,['NO']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11588_English.wav," YEAH, HE COVERED HIS HEAD AGAIN.","['YEAH,', 'HE', 'COVERED', 'HIS', 'HEAD', 'AGAIN.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11589_English.wav, DID HE GET WET THIS MORNING?,"['DID', 'HE', 'GET', 'WET', 'THIS', 'MORNING?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11590_English.wav, IT'S TIME TO GET THE FOLLOW ON.,"[""IT'S"", 'TIME', 'TO', 'GET', 'THE', 'FOLLOW', 'ON.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11591_English.wav, ¡NO!,['¡NO!']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11592_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11593_English.wav, IT'S DRY. IT'S DRY.,"[""IT'S"", 'DRY.', ""IT'S"", 'DRY.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11594_English.wav, BECAUSE THE PUDDLE IS LIKE OUTSIDE OF HIM CORRECT,"['BECAUSE', 'THE', 'PUDDLE', 'IS', 'LIKE', 'OUTSIDE', 'OF', 'HIM', 'CORRECT']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11595_English.wav, IT,['IT']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11596_English.wav, THERE'S NO WATER DROPLETS ON HIS BODY.,"[""THERE'S"", 'NO', 'WATER', 'DROPLETS', 'ON', 'HIS', 'BODY.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11597_English.wav, YOU SEE?,"['YOU', 'SEE?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11598_English.wav, HERE AND WATER DROPLETS ON HIS SHOULDER AND HEAD BUT OVER HERE,"['HERE', 'AND', 'WATER', 'DROPLETS', 'ON', 'HIS', 'SHOULDER', 'AND', 'HEAD', 'BUT', 'OVER', 'HERE']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11599_English.wav, THERE IS.,"['THERE', 'IS.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11600_English.wav, MERCI.,['MERCI.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11601_English.wav, YEAH.,['YEAH.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11603_English.wav, THERE'S A HIT.,"[""THERE'S"", 'A', 'HIT.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11604_English.wav, HERE'S.,"[""HERE'S.""]"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11605_Mandarin.wav, HELP.,['HELP.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11606_Mandarin.wav,頭,['頭']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11607_Mandarin.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11608_English.wav, NATURALNESS,['NATURALNESS']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11609_Mandarin.wav, SEE YOU.,"['SEE', 'YOU.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11610_Mandarin.wav, SIEMPRE.,['SIEMPRE.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11611_Mandarin.wav,張老師呢,['張老師呢']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11612_Mandarin.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11613_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11614_Mandarin.wav,今天 THANKS,"['今天', 'THANKS']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11616_English.wav," OKAY, SO YOU'LL HAVE A NEXT OCCASION.","['OKAY,', 'SO', ""YOU'LL"", 'HAVE', 'A', 'NEXT', 'OCCASION.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11619_English.wav, O DIA...,"['O', 'DIA...']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11620_English.wav, WHAT HAPPENED TO THE,"['WHAT', 'HAPPENED', 'TO', 'THE']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11621_English.wav, WHAT HAPPENED TO THE SKY?,"['WHAT', 'HAPPENED', 'TO', 'THE', 'SKY?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11622_English.wav, WHAT HAPPENED TO,"['WHAT', 'HAPPENED', 'TO']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11623_English.wav," EU NÃO ENTENDI, VAI PARA O DESCANSO.","['EU', 'NÃO', 'ENTENDI,', 'VAI', 'PARA', 'O', 'DESCANSO.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11624_English.wav, TURN COLOR AROUND.,"['TURN', 'COLOR', 'AROUND.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11625_English.wav, AND.,['AND.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11626_English.wav, GRACIAS.,['GRACIAS.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11627_English.wav, LIGHTNING AND SUNSHINE.,"['LIGHTNING', 'AND', 'SUNSHINE.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11628_English.wav, THE HOW DOES IT AND THE SONG,"['THE', 'HOW', 'DOES', 'IT', 'AND', 'THE', 'SONG']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11629_English.wav, БОУ-БОУ!,['БОУ-БОУ!']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11630_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11631_English.wav, EVONNE РАС PRIMARY,"['EVONNE', 'РАС', 'PRIMARY']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11634_English.wav, IS THIS SO SCARY AND LOUD?,"['IS', 'THIS', 'SO', 'SCARY', 'AND', 'LOUD?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11635_English.wav, YEAH.,['YEAH.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11636_English.wav, JOHN...,['JOHN...']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11637_English.wav," OH, SAYA NAK DUDUK NI.","['OH,', 'SAYA', 'NAK', 'DUDUK', 'NI.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11638_English.wav, OKAY.,['OKAY.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11639_English.wav, I WANT TO LEAVE.,"['I', 'WANT', 'TO', 'LEAVE.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11640_English.wav, HE TRULY LIVES INTO THE...,"['HE', 'TRULY', 'LIVES', 'INTO', 'THE...']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11642_English.wav, BECAUSE HE'S SO...,"['BECAUSE', ""HE'S"", 'SO...']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11643_English.wav," SCARED, RIGHT?","['SCARED,', 'RIGHT?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11644_English.wav, IS THIS GOOD?,"['IS', 'THIS', 'GOOD?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11645_English.wav," NO, NO.","['NO,', 'NO.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11646_English.wav, BYE.,['BYE.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11647_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11648_English.wav, BYE.,['BYE.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11649_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11650_English.wav," ¿QUÉ ES? ¡OH, NO!","['¿QUÉ', 'ES?', '¡OH,', 'NO!']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11651_English.wav, THIS GUY IS CALLED WHAT?,"['THIS', 'GUY', 'IS', 'CALLED', 'WHAT?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11652_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11653_English.wav, WE,['WE']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11654_Mandarin.wav, BYE.,['BYE.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11655_Mandarin.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11656_English.wav," OH, THAT'S RIGHT, YOU REMEMBER.","['OH,', ""THAT'S"", 'RIGHT,', 'YOU', 'REMEMBER.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11657_Mandarin.wav, BYE. BYE.,"['BYE.', 'BYE.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11658_English.wav, SOBRE SUAS QUESTÕES.,"['SOBRE', 'SUAS', 'QUESTÕES.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11659_English.wav, WHAT'S HE GONNA DO NEXT?,"[""WHAT'S"", 'HE', 'GONNA', 'DO', 'NEXT?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11660_English.wav, I WONDER WHAT YOU'RE GOING TO SAY.,"['I', 'WONDER', 'WHAT', ""YOU'RE"", 'GOING', 'TO', 'SAY.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11662_English.wav," PODE VIR, SÔNIA.","['PODE', 'VIR,', 'SÔNIA.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11664_English.wav," HE'S RUNNING AWAY, RIGHT?","[""HE'S"", 'RUNNING', 'AWAY,', 'RIGHT?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11666_English.wav," OKAY, LET'S SEE WHEN YOU RUN THROUGH.","['OKAY,', ""LET'S"", 'SEE', 'WHEN', 'YOU', 'RUN', 'THROUGH.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11667_English.wav, O?,['O?']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11668_English.wav," OH, SHE READ AND READ.","['OH,', 'SHE', 'READ', 'AND', 'READ.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11669_English.wav, O EL SÍ QUE TENGO,"['O', 'EL', 'SÍ', 'QUE', 'TENGO']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11670_English.wav, LOOK AT THAT.,"['LOOK', 'AT', 'THAT.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11671_English.wav, WHERE'S THE WATER?,"[""WHERE'S"", 'THE', 'WATER?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11672_English.wav, ON HIS HEAD AND HE,"['ON', 'HIS', 'HEAD', 'AND', 'HE']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11673_English.wav, IT'S NOT MINE!,"[""IT'S"", 'NOT', 'MINE!']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11674_English.wav, THIS IS DRY.,"['THIS', 'IS', 'DRY.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11675_English.wav, I THOUGHT.,"['I', 'THOUGHT.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11676_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11677_English.wav, THIS ONE WE WENT TO.,"['THIS', 'ONE', 'WE', 'WENT', 'TO.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11678_English.wav, HE WENT TO LOOK FOR,"['HE', 'WENT', 'TO', 'LOOK', 'FOR']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11679_English.wav, M,['M']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11680_English.wav, UMBRELLA.,['UMBRELLA.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11681_English.wav, I'M,"[""I'M""]"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11682_English.wav," I MEAN, UMBRELLA'S ARE THERE.","['I', 'MEAN,', ""UMBRELLA'S"", 'ARE', 'THERE.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11683_English.wav, VIELEN DANK.,"['VIELEN', 'DANK.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11684_English.wav, ONE.,['ONE.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11685_English.wav, SURE.,['SURE.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11686_English.wav, SWEET.,['SWEET.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11687_English.wav, WHAT?,['WHAT?']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11688_English.wav, WHAT?,['WHAT?']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11689_English.wav, AND ONE MORE THING.,"['AND', 'ONE', 'MORE', 'THING.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11690_English.wav, SIM!,['SIM!']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11691_English.wav," OH, SIX!","['OH,', 'SIX!']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11692_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11693_Mandarin.wav, E...,['E...']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11694_Mandarin.wav, UH.,['UH.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11695_Mandarin.wav, و,['و']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11696_Mandarin.wav, YEAH.,['YEAH.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11697_Mandarin.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11698_Mandarin.wav, YEAH,['YEAH']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11700_Mandarin.wav, S&T LIDDS,"['S&T', 'LIDDS']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11701_Mandarin.wav, 리온이,['리온이']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11702_Mandarin.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11705_English.wav, SIX.,['SIX.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11706_Mandarin.wav, NÚ300,['NÚ300']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11707_English.wav," IT'S THE UMBRELLAS, RIGHT?","[""IT'S"", 'THE', 'UMBRELLAS,', 'RIGHT?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11708_English.wav, JADI ORANG UTANG BERLARI KE JEMBATAN PERTAMA,"['JADI', 'ORANG', 'UTANG', 'BERLARI', 'KE', 'JEMBATAN', 'PERTAMA']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11709_English.wav, FIRST UMBRELLA,"['FIRST', 'UMBRELLA']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11711_English.wav, THERE HE IS.,"['THERE', 'HE', 'IS.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11712_English.wav, SO HE HUGGED THE...,"['SO', 'HE', 'HUGGED', 'THE...']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11713_English.wav, HE HUNG THE UMBRELLA BECAUSE HE WAS SO SCARED.,"['HE', 'HUNG', 'THE', 'UMBRELLA', 'BECAUSE', 'HE', 'WAS', 'SO', 'SCARED.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11714_English.wav, FOR IT,"['FOR', 'IT']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11716_English.wav," SEE YOU, MR.","['SEE', 'YOU,', 'MR.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11717_English.wav, YOU HAVE WON!,"['YOU', 'HAVE', 'WON!']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11718_English.wav, I STILL HAVE ONE.,"['I', 'STILL', 'HAVE', 'ONE.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11719_English.wav," YES, THERE'S ONE THERE FOR HIM.","['YES,', ""THERE'S"", 'ONE', 'THERE', 'FOR', 'HIM.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11720_English.wav, O DIA...,"['O', 'DIA...']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11721_English.wav, WHAT'S THE UMBRELLA ACTUALLY?,"[""WHAT'S"", 'THE', 'UMBRELLA', 'ACTUALLY?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11722_English.wav," OH, SHE'S GONE!","['OH,', ""SHE'S"", 'GONE!']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11723_English.wav, UH-HUH.,['UH-HUH.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11724_English.wav,8元,['8元']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11725_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11726_English.wav, IT LOOKS LIKE A TOUCAN BIRD BUT IT IS NOT.,"['IT', 'LOOKS', 'LIKE', 'A', 'TOUCAN', 'BIRD', 'BUT', 'IT', 'IS', 'NOT.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11727_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11728_English.wav, NEU...,['NEU...']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11729_English.wav, FLAMINGO.,['FLAMINGO.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11730_English.wav," E NESSA, AMIGOS,","['E', 'NESSA,', 'AMIGOS,']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11731_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11732_English.wav, HI.,['HI.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11733_English.wav, I AM NOT AN UMBRELLA.,"['I', 'AM', 'NOT', 'AN', 'UMBRELLA.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11734_English.wav, KAMU PERLU CARI TEMPAT LAIN UNTUK SEMBUNYIKAN DIRI DARIPADA ANGIN.,"['KAMU', 'PERLU', 'CARI', 'TEMPAT', 'LAIN', 'UNTUK', 'SEMBUNYIKAN', 'DIRI', 'DARIPADA', 'ANGIN.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11735_English.wav, I'M GOING HOME NOW.,"[""I'M"", 'GOING', 'HOME', 'NOW.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11736_English.wav, DID HE SAY THAT MAYBE?,"['DID', 'HE', 'SAY', 'THAT', 'MAYBE?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11737_English.wav, YEAH.,['YEAH.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11738_English.wav, YEAH.,['YEAH.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11739_English.wav, YEAH.,['YEAH.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11740_English.wav," OH DIA, SO THE FLAMINGO MAN","['OH', 'DIA,', 'SO', 'THE', 'FLAMINGO', 'MAN']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11742_English.wav, JADI ORANG ITU TERLEPAS SENDIRI KAN?,"['JADI', 'ORANG', 'ITU', 'TERLEPAS', 'SENDIRI', 'KAN?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11743_English.wav, IS THIS TOO EARLY?,"['IS', 'THIS', 'TOO', 'EARLY?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11744_English.wav, YEAH.,['YEAH.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11745_English.wav," YES, THAT'S THE WAY WE WENT TO...","['YES,', ""THAT'S"", 'THE', 'WAY', 'WE', 'WENT', 'TO...']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11746_English.wav, I KNOW.,"['I', 'KNOW.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11747_English.wav, ¡CÓMONOS!,['¡CÓMONOS!']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11748_English.wav," YOU KNOW, GO NOW.","['YOU', 'KNOW,', 'GO', 'NOW.']"
