file_name,Transcription Zipformer,Transcription whisper
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12271_English.wav,CAN YOU SEE THE ONE DROP OF RAIN,CAN YOU SEE THE ONE DROP OF RAIN
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12272_English.wav,OH NO,YOU ALL KNOW
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12273_English.wav,NEXT PLEASE,NEXT PLEASE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12274_English.wav,OH LOOK,OH LOOK
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12275_English.wav,THE RAIN IS GETTING HEAVIER,THE RAIN IS GETTING HEAVIER
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12277_English.wav,BOLEHKAH ANDA MELIHAT BAYI KECIL ORANG UTANG BERKEMAS,CAN YOU SEE LITTLE BABY 儿 我 当 应 该 听 你 哎
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12278_English.wav,WHAT DO YOU DO WHEN THERES REALLY,WHAT DO YOU DO WHEN YESTERDAY
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12280_English.wav,RAIN RAIN GO AWAY,READING GOWN
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12281_English.wav,BYE,呀
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12282_English.wav,,哎
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12283_English.wav,YA ORANG UTAN YANG KECIL MENUTUPI KEPALA DENGAN BUAH KECIL INI BOLEHKAH ANDA LIHAT,YES LITTLE OUR OLD TIME IS COVERING HIS HEAD WITH FIERCE LITTLE LEAFTER YOU SEE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12285_English.wav,YEAH BUT ITS NOT BEEN ENOUGH LITTLE ORANGUTANS GETTING WET,你 要 把 上 半 年 啊 比 较 让 我 断 给 定 位
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12287_English.wav,YEAH,牙
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12288_English.wav,NEXT PAGE,NEXT WEEK
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12289_English.wav,,嗯
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12290_English.wav,NOPE,BLUE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12291_English.wav,LOOK AT THE SCREEN,嗯 LOOK AT THREE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12294_English.wav,OKAY,嗯 有 点
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12295_English.wav,DOES IT MATTER IF SHES NOT LOOKING AT THE SCREEN,THE THING 都 有 学 过 GET 的 时 候
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12297_English.wav,THANK YOU,哈
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12298_English.wav,HEY,唉
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12299_English.wav,THATS NOT THE SCREEN,YES OF THE SCREAM
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12302_English.wav,LIKE,LIKE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12304_English.wav,,咳 对
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12305_English.wav,OH LITTLE AURA OTA IS STILL IN THE RAIN,啊 你 等 啊 我 等 你 SINGING THE RAIN
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12306_English.wav,AND WHAT HAPPENED,嗯 用 WHAT 排
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12307_English.wav,,怎 么 好 的
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12308_English.wav,LITTLE ARODA TRIED TO LOOK FOR,LITTLE 啊 单 纯 读 FOR
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12309_English.wav,IF YOU LEAVE IT LOOKS LIKE ITS A MONSTER,这 个 例 子 LOOK SO ITS A MOTION
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12310_English.wav,BYE,啊
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12311_English.wav,LOOK THE LEAF HAS HOLES,LO THE LEAF HAS COOL
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12312_English.wav,IS THE LEAF GOING TO HELP LITTLE ALAMUTAN KEEP GROWING,IS THE LEAVE GOING TO HIS HELP LEADEN OR WOULDNT KEEP TO
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12313_English.wav,NO ITS NOT GOING TO BE HELPFUL SO WHAT TO DO,NO SOMETHING TO BE HELPFUL 什 么 TO DO
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12314_English.wav,YOU,嗯
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12316_English.wav,THANK YOU,哈
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12317_English.wav,BYE,喂
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12318_English.wav,,TO DO 比 如 说
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12319_English.wav,YOU KNOW,没 有
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12321_English.wav,THANK YOU,第 二 问
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12322_English.wav,감사합니다,ON THE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12324_English.wav,OKAY NEXT PLEASE,OK NEXT ME
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12325_English.wav,LOOK ITS GOING FOR THE BIGGEST LEAF,LOOK MADE ALL THE DOG IS GRATEFUL THE BIG ASLEEP
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12326_English.wav,THANK YOU,嗯
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12327_English.wav,THANK YOU,对
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12328_English.wav,,衣 服 哦 你 没 找 啊
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12329_English.wav,IS HE KEEPING HIM,对 第 七 题 BEING HIM
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12330_English.wav,YES,哎 YES HE LOOKS
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12331_English.wav,THANK YOU,没 有
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12333_English.wav,THANK YOU,嗯
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12334_English.wav,OH NO,嗯 OH NOT
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12335_English.wav,OH THERE IS THUNDER,OH THERE IS NONE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12337_English.wav,BOOM WHAT ARE YOU DOING,嗯 WHAT DO YOU DO WHEN
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12340_English.wav,THANK YOU,WELCOME
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12342_English.wav,,嗯 怎 么 样
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12343_English.wav,THANK YOU,对
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12347_English.wav,BOOP BOOP BOOP,拜 拜
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12348_English.wav,,周 一 个 哦 不 好 意 思
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12352_English.wav,SO YOU THOUGHT I WAS GOING TO RUN AND SPLASH IT,是 不 是 短 文 看 RUN AS FAST AS
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12354_English.wav,CAN RUN RUN RUN,HANG RUN RUN RUN
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12355_English.wav,,拜 拜
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12356_English.wav,OKAY,因 为
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12360_English.wav,OH NO,哦 那
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12361_English.wav,,BOOK IS IT OUR BOAT
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12363_English.wav,SEE FROM THE RAIN AND THUNDER,SEE FROM THE RAIN AND SUN
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12364_English.wav,OH LIHAT ORANG KECIL EITAN SEDANG MENCARI TEMPAT UNTUK BERLINDUNG DI BAWAH,OH NO LITTLE AROUND IT TENNIS LOOKING FOR SOME SHELTER UNDERNEATH THIS
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12365_English.wav,THANK YOU,嗯
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12366_English.wav,NOPE,哦
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12367_English.wav,WHAT DO YOU DO,WHAT DO YOU DO 啊
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12368_English.wav,NEXT,MAKES
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12370_English.wav,OH LOOK THIS IS A FLAMINGO,OH NO THIS IS A THE WINDOW IS A
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12371_English.wav,YEAH ITS NOT EASY,因 为 它 们 是 个 EASY 什 么 词
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12372_English.wav,WOW ITS PINK IN COLOR BECAUSE OF THE FOOD,SO ITS PINK AND KINDER BECAUSE OF THE FOOD
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12373_English.wav,OH ORANGUTAN IS SCARED SO ORANGUTAN IS GOING TO RUN AWAY,ALL OF TOM IS SCARED SO ALL TO GET 很 慢 走
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12376_English.wav,DO YOU SEE,DO YOU SEE IS
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12377_English.wav,RAINING,BRINGING WHAT DO YOU DO
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12378_English.wav,ME,SPRING RING RANG GOT
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12379_English.wav,OH,哦 喂
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12380_English.wav,CAN YOU SEE,CAN YOU SEE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12381_English.wav,OH AND OHTANI IS GOING TO LOOK FOR,哦 我 当 你 跟 你 漏 放 懵
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12382_English.wav,THIS TIME AROUND WHY IS,呃 THIS TIME RUN WEST
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12383_English.wav,WOW ITS GREAT IS IT A VIEW,哇 ITS GREY IS IT BEAUTIFUL
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12384_English.wav,I DONT THINK SO I THINK ITS AT HEAVEN,I DONT THINK SO I THINK 是 HAPPENED
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12386_English.wav,LETS TURN TO THE NEXT PAGE AND WELL SEE WHAT WE HAVE,THEN TURN TO THE NEXT PAGE 有 什 么
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12388_English.wav,,呃 MAKES
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12390_English.wav,LOOK IS THAT ANAK SAAN,呃 第 三 个 词
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12391_English.wav,CAN YOU SEE ITS A BIG GREAT,DO YOU SEE THE BIG GRAND
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12392_English.wav,YOU KNOW,YOU KNOW
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12393_English.wav,YOU KNOW,YOU KNOW ANYTHING
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12394_English.wav,THANK YOU ALICE,拜 拜 拜 拜 拜
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12395_English.wav,BUT THIS IS NOT THE SHELTER THAT THE LITTLE AROKTAS,对 THIS IS NOT 是 WITHOUT
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12396_English.wav,LOOKING FOR ORANGUTANS IS CATS,LOOKING FOR ALTHOUGH 唉 哦 哦
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12398_English.wav,LOOK,LOOK JUST
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12401_English.wav,粉,BRUTE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12404_English.wav,,不 用 不 用 不 用 背 READ 你 没 背
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12405_English.wav,NEXT,呃 MAKE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12407_English.wav,PEACE,A
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12410_English.wav,OH NO CAN YOU SEE,OH NO CAN YOU SEE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12411_English.wav,,啊 是 吧
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12413_English.wav,EH ITU ORANGORANG YANG SAMA,OVER ROAD 诶 一 个 耳 一 个 房 吗
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12415_English.wav,MOMMY HAS A LEAF CAN YOU SEE THIS,NOW HE HAS A LIVELY SEE THIS
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12417_English.wav,OH MACAM ITU ORANG UTANG GEMBIRA NAK TANDATANGAN IBU,DOESMA ME 哦 JUST HAPPY TO FIND MAMMA
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12421_English.wav,YES YEAH MOMMY IS THE BEST,YES YOUNG MISTER BEN
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12422_English.wav,,M
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12424_English.wav,OH YES CAN YOU SEE WHATS THERE COMING OUT FROM,OH YES YOU SEE WHAT THEY COME NOT FROM
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12425_English.wav,SO,等
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12426_English.wav,FROM THE BEHIND IT,FROM THE BEHIND
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12427_English.wav,THOSE ARE SUN RAYS THE SUN IS COMING,多 彩 SUNRISE THE SUN IS COMING
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12428_English.wav,OH THE SUN IS COMING AND THE RAIN IS TALKING YAY,哦 THE SUN ITS COMING AND THE RAIN IS STOPPING
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12429_English.wav,,哦
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12430_English.wav,THATS CUTE,这 个 单 词 GOOD
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12431_English.wav,,嗯
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12432_English.wav,THANK YOU,停
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12433_English.wav,OH,哦 在 写 哎
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12434_English.wav,,哦
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12435_English.wav,END ALRIGHT THE END OR UTAN IS NOT HAPPY WITH MY,ANN ALL RIGHT IN OUR OLD ANN IS NOT HAPPY WITH MY
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12436_English.wav,ALL RIGHT YEAH NO MORE,拜 拜 YEAH NO
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12437_English.wav,YEAH,嗯
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12438_English.wav,THANK YOU,嗯
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12439_English.wav,TCHAU TCHAU,嗯 应 该 是 什 么
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12440_English.wav,YEAH LITTLE A IS NOT SO COOPERATIVE TODAY WITH THE STORY,YEAH ITS NOT SO COOPERATIVE TODAY WITH THE STORY
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12441_English.wav,OKAY YOU CAN BEGIN,OK YOU CAN BEGIN
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12442_English.wav,GIVE ME A LOOK,云 密 路
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12443_English.wav,,PERMIT
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12444_English.wav,NO,GREW
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12445_English.wav,PEE,P E
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12446_English.wav,NO,ZOO
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12447_English.wav,NICE,NICE
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12448_English.wav,SEMUA INGAT,ITS FOR EATING
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12449_English.wav,IS GREEN,IS GREEN
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12450_English.wav,SWEET PEA,SHE P
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12451_English.wav,YEAH NO DONT PRESS THE BUTTON NO,YEAH NO DONT BREATHE BUTTON NOW
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12452_English.wav,YEAH,YES
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12454_English.wav,OH LOOK,哦 路
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12455_English.wav,PARTNER,判 断
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12456_English.wav,THATS A DIFFICULT WORD,ITS A DIFFICULT WORD
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12457_English.wav,PARTNER,看 的
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12458_English.wav,,什 么
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12459_English.wav,THEY DID IT ON ME AND MY PARTNERS,别 地 方 面 判 断 词
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12460_English.wav,JASMINE,停
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12461_English.wav,HELLO,HANDLE
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12462_English.wav,YEAH,呀
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12463_English.wav,SELEPAS MENANGIS ADA PADANG DI LANTAI KAN,AFTER READING THEIR PARDONS ON THE FLOOR A
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12464_English.wav,HADUH,PARDONS
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12465_English.wav,NO YEAH,呦 YELLOW
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12466_English.wav,BERHENTI TEKAN BUTANG LIHATLAH INI INI ADALAH PADAU,THE PRESIDENT LOOK AT THIS THIS IS PADDOUX
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12467_English.wav,HAVE YOU,IF YOU
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12468_English.wav,STEP IN HER PUDDLE BEFORE,SET IN HER PARDON BEFORE
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12469_English.wav,YEAH,天 啊
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12470_English.wav,APA YANG BERLAKU KENAPA AWAK TERTEKAN,WHAT A BONEWHILE YOU DISTRACTED
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12471_English.wav,DONT PULL YOUR SHIT,嗤 苦 有 生
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12472_English.wav,OKAY,OKAY
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12473_English.wav,LOOK HERE LOOK HERE,LOOK HERE LOOK HERE
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12475_English.wav,THIS ONE YOU KNOW THIS,THIS ONE AND YOU KNOW THIS
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12476_English.wav,COOL,嗯
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12477_English.wav,POO POO RIGHT,GOOD RIGHT
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12478_English.wav,OOH,嗯
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12479_English.wav,IS USUALLY WHAT KIND OF,AS USUAL 看 懂
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12480_English.wav,HOW DO YOU SHOW THE FACE,AND YOU SHOULD FISH
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12481_Mandarin.wav,초코,什 么
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12483_Mandarin.wav,CHAU CHAU,TOOK TO
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12484_Mandarin.wav,A GENTE TCHAU TCHAU,啊 不 定 出 处
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12485_English.wav,WOO,嗯
TTS_P89265TT_VCST_ECxxx_03_AO_52886781_v001_R004_CRR_MERLIon-CCS_segment_12486_Mandarin.wav,,你 看 啦
